2024 Clinical Diagnostic Laboratory Fee Schedule ,,,,,,,,
"CPT codes, descriptions and other data only are copyright 2024 American Medical Association. All rights reserved. CPT is a registered trademark of the American Medical Association.",,,,,,,,
"The Department of Health and Human Services is planning for the federal Public Health Emergency for COVID-19 (PHE), declared under Section 319 of the Public Health Service Act, to expire at the end of the day on May 11, 2023.  Because of the termination of the PHE, HCPCS codes G2023, G2024, U0003, U0004, and U0005 will no longer be payable for dates of service on or after May 12, 2023, and the HCPCS codes will be terminated.",,,,,,,,
,,,,,,,,
YEAR,HCPCS,MOD,EFF_DATE,INDICATOR,RATE,SHORTDESC,LONGDESC,EXTENDED LONGDESC
2024,0096U,,20240101,N,00035.09,Hpv hi risk types male urine,Test for detection of high-risk human papillomavirus in male urine,"Human papillomavirus (hpv), high-risk types (ie, 16, 18, 31, 33, 35, 39, 45, 51,   52, 56, 58, 59, 66, 68), male urine"
2024,0101U,,20240101,N,01743.95,Hered colon ca do 15 genes,Gene sequence analysis panel of 15 genes associated with hereditary colon,"Hereditary colon cancer disorders (eg, lynch syndrome, pten hamartoma syndrome, cowden syndrome, familial adenomatosis polyposis), genomic sequence analysis panel utilizing a combination of ngs, sanger, mlpa, and array cgh, with mmrna analytics to resolve variants of unknown significance when indicated (15 genes [sequencing and deletion/duplication], epcam and grem1 [deletion/duplication only])"
2024,0102U,,20240101,N,01303.95,Hered brst ca rltd do 17 gen,Gene sequence analysis panel of 17 genes associated with hereditary breast,"Hereditary breast cancer-related disorders (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis panel utilizing a combination of ngs, sanger, mlpa, and array cgh, with mmrna analytics to resolve variants of unknown significance when indicated (17 genes [sequencing and deletion/duplication])"
2024,0103U,,20240101,N,01743.95,Hered ova ca pnl 24 genes,Gene sequence analysis panel of 24 genes associated with hereditary ovarian,"Hereditary ovarian cancer (eg, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis panel utilizing a combination of ngs, sanger, mlpa, and array cgh, with mmrna analytics to resolve variants of unknown significance when indicated (24 genes [sequencing and deletion/duplication], epcam [deletion/duplication only])"
2024,0105U,,20240101,N,00950.00,Neph ckd mult eclia tum nec,"Measurement of tumor necrosis factor receptor 1A, receptor superfamily 2","Nephrology (chronic kidney disease), multiplex electrochemiluminescent immunoassay (eclia) of tumor necrosis factor receptor 1a, receptor superfamily 2 (tnfr1, tnfr2), and kidney injury molecule-1 (kim-1) combined with longitudinal clinical data, including apol1 genotype if available, and plasma (isolated fresh or frozen), algorithm reported as probability score for rapid kidney function decline (rkfd)"
2024,0106U,,20240101,N,00874.49,Gstr emptg 7 timed brth spec,Evaluation of gastric emptying by measurement of radiolabeled carbon dioxide in,"Gastric emptying, serial collection of 7 timed breath specimens, non-radioisotope carbon-13 (13c) spirulina substrate, analysis of each specimen by gas isotope ratio mass spectrometry, reported as rate of 13co2 excretion"
2024,0107U,,20240101,N,00016.00,C diff tox ag detcj ia stool,Antigen test for detection of Clostridium difficile toxin in stool,"Clostridium difficile toxin(s) antigen detection by immunoassay technique, stool, qualitative, multiple-step method"
2024,0108U,,20240101,N,04950.00,Gi barrett esoph 9 prtn bmrk,Computer-assisted digital imaging of esophagus specimen slides to evaluate risk,"Gastroenterology (barrett's esophagus), whole slide?digital imaging, including morphometric analysis, computer-assisted quantitative immunolabeling of 9 protein biomarkers (p16, amacr, p53, cd68, cox-2, cd45ro, hif1a, her-2, k20) and morphology, formalin-fixed paraffinembedded tissue, algorithm reported as risk of progression to high-grade dysplasia or cancer"
2024,0109U,,20240101,N,00142.63,Id aspergillus dna 4 species,DNA test for detection of 4 Aspergillus species,"Infectious disease (aspergillus species), real-time pcr for detection of dna from 4 species (a. fumigatus, a. terreus, a. niger, and a. flavus), blood, lavage fluid, or tissue, qualitative reporting of presence or absence of each species"
2024,0110U,,20240101,N,00027.11,Rx mntr 1+oral onc rx&sbsts,"Monitoring of anti-cancer drugs in patient blood, serum, or plasma","Prescription drug monitoring, one or more oral oncology drug(s) and substances, definitive tandem mass spectrometry with chromatography, serum or plasma from capillary blood or venous blood, quantitative report with steady-state range for the prescribed drug(s) when detected"
2024,0111U,,20240101,N,00682.29,Onc colon ca kras&nras alys,Gene analysis (KRAS and NRAS) in prostate tumor tissue,"Oncology (colon cancer), targeted kras (codons 12, 13, and 61) and nras (codons 12, 13, and 61) gene analysis utilizing formalin-fixed paraffin-embedded tissue"
2024,0112U,,20240101,N,00356.13,Iadi 16s&18s rrna genes,Gene analysis for detection of infectious agent and drug resistance gene,"Infectious agent detection and identification, targeted sequence analysis (16s and 18s rrna genes) with drugresistance gene"
2024,0113U,,20240101,N,00760.00,Onc prst8 pca3&tmprss2-erg,Measurement of PCA3 gene in urine and prostate-specific antigen (PSA) in serum,"Oncology (prostate), measurement of pca3 and tmprss2-erg in urine and psa in serum following prostatic massage, by rna amplification and fluorescencebased detection, algorithm reported as risk score"
2024,0114U,,20240101,N,01938.01,Gi barretts esoph vim&ccna1,Gene analysis (VIM and CCNA1 methylation) in esophageal cells to evaluate,"Gastroenterology (barrett's esophagus), vim and ccna1 methylation analysis, esophageal cells, algorithm reported as likelihood for barrett's esophagus"
2024,0115U,,20240101,N,00275.35,Respir iadna 18 viral&2 bact,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral","Respiratory infectious agent detection by nucleic acid (dna and rna), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for rna targets, each analyte reported as detected or not detected"
2024,0116U,,20240101,N,00246.92,Rx mntr nzm ia 35+oral flu,Analysis of 35 or more drugs in mouth fluid to evaluate risk of prescription,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with lc-ms/ms, oral fluid, algorithm results reported as a patientcompliance measurement with risk of drug to drug interactions for prescribed medications"
2024,0117U,,20240101,N,00840.65,Pain mgmt 11 endogenous anal,Analysis of 11 biochemical substances in urine to evaluate likelihood of,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3hydroxypropyl mercapturic acid (3-hpma),   quinolinic acid, kynurenic acid), lcms/ms, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain"
2024,0118U,,20240101,N,02753.25,Trnsplj don-drv cll-fr dna,Measurement of transplant donor cell-free DNA in transplant recipient plasma,"Transplantation medicine, quantification of donor-derived cell-free dna using whole genome next-generation sequencing, plasma, reported as percentage of donorderived cell-free dna in the total cell-free dna"
2024,0119U,,20240101,N,00083.76,Crd ceramides liq chrom plsm,Measurement of ceramides for assessment of heart disease risk,"Cardiology, ceramides by liquid chromatography?tandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events"
2024,0120U,,20240101,N,02510.21,Onc b cll lymphm mrna 58 gen,"mRNA, gene expression profiling of 58 genes in tissue sample for B-cell","Oncology (b-cell lymphoma classification), mrna, gene expression profiling by fluorescent probe hybridization of 58 genes (45 content and 13 housekeeping genes), formalin-fixed paraffin-embedded tissue, algorithm reported as likelihood for primary mediastinal b-cell lymphoma (pmbcl) and diffuse large b-cell lymphoma (dlbcl) with cell of origin subtyping in the latter"
2024,0121U,,20240101,N,00509.20,Sc dis vcam-1 whole blood,Blood test for sickle cells using VCAM-1,"Sickle cell disease, microfluidic flow adhesion (vcam-1), whole blood"
2024,0122U,,20240101,N,00526.23,Sc dis p-selectin whl blood,Blood test for sickle cells using P-Selectin,"Sickle cell disease, microfluidic flow adhesion (p-selectin), whole blood"
2024,0123U,,20240101,N,00357.63,Mchnl fragility rbc prflg,Test for fragility of red blood cells,"Mechanical fragility, rbc, shear stress and spectral analysis profiling"
2024,0129U,,20240101,N,01303.95,Hered brst ca rltd do panel,Gene analysis of genes associated with hereditary breast cancer and related,"Hereditary breast cancer?related disorders (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis and   deletion/duplication analysis panel (atm, brca1, brca2, cdh1, chek2, palb2, pten, and tp53)"
2024,0130U,,20240101,N,00584.90,Hered colon ca do mrna pnl,Targeted mRNA sequence analysis of genes associated with hereditary colon,"Hereditary colon cancer disorders (eg, lynch syndrome, pten hamartoma syndrome, cowden syndrome, familial adenomatosis polyposis), targeted mrna sequence analysis panel (apc, cdh1, chek2, mlh1, msh2, msh6, mutyh, pms2, pten, and tp53) (list separately in addition to code for primary procedure)"
2024,0131U,,20240101,N,00710.00,Hered brst ca rltd do pnl 13,Targeted mRNA sequence analysis of 13 genes associated with hereditary breast,"Hereditary breast cancer?related disorders (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer), targeted mrna sequence analysis panel (13 genes) (list separately in addition to code for primary procedure)"
2024,0132U,,20240101,N,00741.64,Hered ova ca rltd do pnl 17,Targeted mRNA sequence analysis of 17 genes associated with hereditary ovarian,"Hereditary ovarian cancer?related disorders (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer), targeted mrna sequence analysis panel (17 genes) (list separately in addition to code for primary procedure)"
2024,0133U,,20240101,N,00690.29,Hered prst8 ca rltd do 11,Targeted mRNA sequence analysis of 11 genes associated with hereditary prostate,"Hereditary prostate cancer?related disorders, targeted mrna sequence analysis panel (11 genes) (list separately in addition to code for primary procedure)"
2024,0134U,,20240101,N,00748.39,Hered pan ca mrna pnl 18 gen,Targeted mRNA sequence analysis of 18 genes associated with hereditary pan,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), targeted mrna sequence analysis panel (18 genes) (list separately in addition to code for primary procedure)"
2024,0135U,,20240101,N,00700.56,Hered gyn ca mrna pnl 12 gen,Targeted mRNA sequence analysis of 12 genes associated with hereditary,"Hereditary gynecological cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), targeted mrna sequence analysis panel (12 genes) (list separately in addition to code for primary procedure)"
2024,0136U,,20240101,N,00407.43,Atm mrna seq alys,mRNA gene analysis (ataxia telangiectasia mutated),"Atm (ataxia telangiectasia mutated) (eg, ataxia telangiectasia) mrna sequence analysis (list separately in addition to code for primary procedure)"
2024,0137U,,20240101,N,00282.88,Palb2 mrna seq alys,mRNA gene analysis (partner and localizer of BRCA2),"Palb2 (partner and localizer of brca2) (eg, breast and pancreatic cancer) mrna sequence analysis (list separately in addition to code for primary procedure)"
2024,0138U,,20240101,N,00468.33,Brca1 brca2 mrna seq alys,"mRNA gene analysis (BRCA1, DNA repair associated and BRCA2, DNA repair","Brca1 (brca1, dna repair associated), brca2 (brca2, dna repair associated) (eg, hereditary breast and ovarian cancer) mrna sequence analysis (list separately in addition to code for primary procedure)"
2024,0140U,,20240101,N,00156.75,Nfct ds fungi dna 15 trgt,Amplifed DNA probe detection of fungus in blood culture specimen,"Infectious disease (fungi), fungal pathogen identification, dna (15 fungal targets), blood culture, amplified probe technique, each target reported as detected or not detected"
2024,0141U,,20240101,N,00156.75,Nfct ds bact&fng gram pos,"Amplifed DNA probe detection of 20 gram-positive bacterial targets, 4","Infectious disease (bacteria and fungi), gram-positive organism identification and drug resistance element detection, dna (20 gram-positive bacterial targets, 4 resistance genes, 1 pan gram-negative bacterial target, 1 pan candida target), blood culture, amplified probe technique, each target reported as detected or not detected"
2024,0142U,,20240101,N,00156.75,Nfct ds bact&fng gram neg,"Amplifed DNA probe detection of 20 gram-positive bacterial targets, 6","Infectious disease (bacteria and fungi), gram-negative bacterial identification and drug resistance element detection, dna (21 gram-negative bacterial targets, 6 resistance genes, 1 pan gram-positive bacterial target, 1 pan candida target), amplified probe technique, each target reported as detected or not detected"
2024,0152U,,20240101,N,02126.20,Nfct ds dna untrgt ngnrj seq,"Cell-free DNA sequencing of disease-causing organisms in plasma specimen, with","Infectious disease (bacteria, fungi, parasites, and dna viruses), microbial cell-free dna, plasma, untargeted next-generation sequencing, report for significant positive pathogens"
2024,0153U,,20240101,N,03159.42,Onc breast mrna 101 genes,mRNA gene expression profiling of 101 genes in breast growth tissue specimen,"Oncology (breast), mrna, gene expression profiling by next-generation sequencing of 101 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a triple negative breast cancer clinical subtype(s) with information on immune cell involvement"
2024,0154U,,20240101,N,00482.14,Onc urthl ca rna fgfr3 gene,RNA gene analysis for detection of fibroblast growth factor receptor 3 gene,"Oncology (urothelial cancer), rna,analysis by real-time rt-pcr of the fgfr3 (fibroblast growth factor receptor 3) gene analysis (ie, p.r248c [c.742c>t], p.s249c [c.746c>g], p.g370c [c.1108g>t], p.y373c [c.1118a>g], fgfr3-tacc3v1, and fgfr3-tacc3v3) utilizing formalin-fixed paraffin-embedded urothelial cancer tumor tissue, reported as fgfr gene alteration status"
2024,0155U,,20240101,N,00274.83,Onc brst ca dna pik3ca gene,DNA analysis for detection of PIK3CA gene mutation in breast growth tissue,"Oncology (breast cancer), dna, pik3ca (phosphatidylinositol-4,5bisphosphate 3-kinase, catalytic subunit alpha) (eg, breast cancer) gene analysis (ie, p.c420r, p.e542k, p.e545a, p.e545d [g.1635g>t only], p.e545g, p.e545k, p.q546e, p.q546r, p.h1047l, p.h1047r, p.h1047y), utilizing formalin-fixed paraffin-embedded breast tumor tissue, reported as pik3ca gene mutation status"
2024,0156U,,20240101,N,01740.00,Copy number sequence alys,Gene analysis copy number sequence analysis,"Copy number (eg, intellectual disability, dysmorphology), sequence analysis"
2024,0157U,,20240101,N,00282.88,Apc mrna seq alys,mRNA gene analysis of APC regulator of WNT signaling pathway,"Apc (apc regulator of wnt signaling pathway) (eg, familial adenomatosis polyposis [fap]) mrna sequence analysis (list separately in addition to code for primary procedure)"
